art,per,gname,mname,fname
http://scholars.cornell.edu/individual/UR-92302,http://scholars.cornell.edu/individual/de54,David,,Erickson
http://scholars.cornell.edu/individual/UR-418366,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-302878,http://scholars.cornell.edu/individual/jmg18,James,Michael,Gossett
http://scholars.cornell.edu/individual/UR-224449,http://scholars.cornell.edu/individual/ldb7,Larry,Douglas,Brown
http://scholars.cornell.edu/individual/UR-397593,http://scholars.cornell.edu/individual/sf375,Silvia,,Ferrari
http://scholars.cornell.edu/individual/UR-321591,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-297462,http://scholars.cornell.edu/individual/hg55,Huaizhu,,Gao
http://scholars.cornell.edu/individual/UR-415936,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-415870,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-429434,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-429434,http://scholars.cornell.edu/individual/cf99,Claudia,,Fischbach
http://scholars.cornell.edu/individual/UR-361039,http://scholars.cornell.edu/individual/wlo1,William,Lee,Olbricht
http://scholars.cornell.edu/individual/UR-416452,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-362011,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-442834,http://scholars.cornell.edu/individual/sga42,Steven,Graham,Adie
http://scholars.cornell.edu/individual/UR-433271,http://scholars.cornell.edu/individual/cjf76,Craig,James,Fennie
http://scholars.cornell.edu/individual/UR-384100,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-364567,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-417910,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-415828,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-418017,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-417825,http://scholars.cornell.edu/individual/dap43,David,A,Putnam
http://scholars.cornell.edu/individual/UR-364247,http://scholars.cornell.edu/individual/ces7,Charles,Eugene,Seyler
http://scholars.cornell.edu/individual/UR-86399,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-147529,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-448560,http://scholars.cornell.edu/individual/jrd239,James,Roland,Detert
http://scholars.cornell.edu/individual/UR-361047,http://scholars.cornell.edu/individual/wlo1,William,Lee,Olbricht
http://scholars.cornell.edu/individual/UR-409496,http://scholars.cornell.edu/individual/deh262,Damian,E,Helbling
http://scholars.cornell.edu/individual/UR-417728,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-396361,http://scholars.cornell.edu/individual/gaa52,Geoffrey,Alexander,Abers
http://scholars.cornell.edu/individual/UR-367142,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-397783,http://scholars.cornell.edu/individual/ds264,Dmitry,,Savransky
http://scholars.cornell.edu/individual/UR-368205,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-415128,http://scholars.cornell.edu/individual/jdv27,Jeffrey,D,Varner
http://scholars.cornell.edu/individual/UR-416226,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-391677,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-17631,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-361704,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-442954,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-6854,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-45976,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-247568,http://scholars.cornell.edu/individual/wlo1,William,Lee,Olbricht
http://scholars.cornell.edu/individual/UR-415920,http://scholars.cornell.edu/individual/eac20,Edwin,Alfred,Cowen
http://scholars.cornell.edu/individual/UR-283993,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-454702,http://scholars.cornell.edu/individual/mkt27,Manoj,K,Thomas
http://scholars.cornell.edu/individual/UR-439163,http://scholars.cornell.edu/individual/th358,Tobias,,Hanrath
http://scholars.cornell.edu/individual/UR-364727,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-415832,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-418380,http://scholars.cornell.edu/individual/acm299,Andreea,C,Minca
http://scholars.cornell.edu/individual/UR-146710,http://scholars.cornell.edu/individual/acm299,Andreea,C,Minca
http://scholars.cornell.edu/individual/UR-332256,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-394893,http://scholars.cornell.edu/individual/mp337,Matthew,,Pritchard
http://scholars.cornell.edu/individual/UR-418239,http://scholars.cornell.edu/individual/jft66,John,Francis Hugh,Thompson
http://scholars.cornell.edu/individual/UR-361602,http://scholars.cornell.edu/individual/wdp2,William,Douglas,Philpot
http://scholars.cornell.edu/individual/UR-415205,http://scholars.cornell.edu/individual/jdv27,Jeffrey,D,Varner
http://scholars.cornell.edu/individual/UR-416429,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-226129,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-52663,http://scholars.cornell.edu/individual/jtb47,Jonathan,T,Butcher
http://scholars.cornell.edu/individual/UR-416651,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-415300,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-416330,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-239813,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-416080,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-177989,http://scholars.cornell.edu/individual/mrk93,Michael,R,King
http://scholars.cornell.edu/individual/UR-416884,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-362335,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-369205,http://scholars.cornell.edu/individual/dhw52,Derek,H,Warner
http://scholars.cornell.edu/individual/UR-6895,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-6895,http://scholars.cornell.edu/individual/spb14,Shefford,P,Baker
http://scholars.cornell.edu/individual/UR-417749,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-70935,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-361854,http://scholars.cornell.edu/individual/crp10,Clifford,Raymond,Pollock
http://scholars.cornell.edu/individual/UR-37485,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-278158,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-15373,http://scholars.cornell.edu/individual/sd386,Susan,,Daniel
http://scholars.cornell.edu/individual/UR-400884,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-86151,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-247123,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-45986,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-391687,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-360022,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-362677,http://scholars.cornell.edu/individual/sir1,Sidney,Ira,Resnick
http://scholars.cornell.edu/individual/UR-339503,http://scholars.cornell.edu/individual/al274,Amit,,Lal
http://scholars.cornell.edu/individual/UR-303544,http://scholars.cornell.edu/individual/jbg2,John,Bowdoin,Greenly
http://scholars.cornell.edu/individual/UR-303544,http://scholars.cornell.edu/individual/brk2,Bruce,Raymond,Kusse
http://scholars.cornell.edu/individual/UR-416481,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-364791,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-287953,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-276731,http://scholars.cornell.edu/individual/od57,Olivier,,Desjardins
http://scholars.cornell.edu/individual/UR-276731,http://scholars.cornell.edu/individual/pp427,Perrine,,Pepiot
http://scholars.cornell.edu/individual/UR-6828,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-6870,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-367809,http://scholars.cornell.edu/individual/qz16,Qing,,Zhao
http://scholars.cornell.edu/individual/UR-367809,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-55584,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-228310,http://scholars.cornell.edu/individual/mpm4,Matthew,Peter,Miller
http://scholars.cornell.edu/individual/UR-375210,http://scholars.cornell.edu/individual/cs639,Christoph,,Studer
http://scholars.cornell.edu/individual/UR-367754,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-362473,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-283987,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-365784,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-417197,http://scholars.cornell.edu/individual/cje23,Christopher,J,Earls
http://scholars.cornell.edu/individual/UR-260995,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-362856,http://scholars.cornell.edu/individual/rdr82,Richard,Douglas,Robinson
http://scholars.cornell.edu/individual/UR-453763,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-395855,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-374259,http://scholars.cornell.edu/individual/lp26,Lois,,Pollack
http://scholars.cornell.edu/individual/UR-417274,http://scholars.cornell.edu/individual/smk16,Suzanne,Mahlburg,Kay
http://scholars.cornell.edu/individual/UR-361681,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-361881,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-299444,http://scholars.cornell.edu/individual/ads10,Abraham,Duncan,Stroock
http://scholars.cornell.edu/individual/UR-373642,http://scholars.cornell.edu/individual/mp337,Matthew,,Pritchard
http://scholars.cornell.edu/individual/UR-359771,http://scholars.cornell.edu/individual/jam61,John,Anthony,Muckstadt
http://scholars.cornell.edu/individual/UR-252888,http://scholars.cornell.edu/individual/lp26,Lois,,Pollack
http://scholars.cornell.edu/individual/UR-252888,http://scholars.cornell.edu/individual/sap73,Sersita Suzette,A,Pabit
http://scholars.cornell.edu/individual/UR-360910,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-5853,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-361947,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-415693,http://scholars.cornell.edu/individual/cml66,Chekesha,M,Watson
http://scholars.cornell.edu/individual/UR-362000,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-353955,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-453542,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-332087,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-322757,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-271369,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-443887,http://scholars.cornell.edu/individual/jda59,John,David,Albertson
http://scholars.cornell.edu/individual/UR-237760,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-415239,http://scholars.cornell.edu/individual/sd386,Susan,,Daniel
http://scholars.cornell.edu/individual/UR-404480,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-248776,http://scholars.cornell.edu/individual/awb8,Adam,Wojciech,Bojanczyk
http://scholars.cornell.edu/individual/UR-415792,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-415825,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-333728,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-416294,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-381579,http://scholars.cornell.edu/individual/lp26,Lois,,Pollack
http://scholars.cornell.edu/individual/UR-434564,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-82300,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-240559,http://scholars.cornell.edu/individual/spb14,Shefford,P,Baker
http://scholars.cornell.edu/individual/UR-417462,http://scholars.cornell.edu/individual/crp10,Clifford,Raymond,Pollock
http://scholars.cornell.edu/individual/UR-370725,http://scholars.cornell.edu/individual/kz33,Ke,,Zhang
http://scholars.cornell.edu/individual/UR-417649,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-255172,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-123399,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-415881,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
